Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 0 --round 0
iteration 0
Class sizes
label 0: 65.62%, 1: 34.38%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Epoch 0
Loss = 7.1740e-01, PNorm = 35.1219, GNorm = 1.2712, lr_0 = 1.0000e-03
Loss = 5.8431e-01, PNorm = 35.3385, GNorm = 0.5626, lr_0 = 1.0000e-03
Loss = 4.8280e-01, PNorm = 36.6672, GNorm = 0.2790, lr_0 = 1.0000e-03
Loss = 5.7626e-01, PNorm = 35.3446, GNorm = 0.2089, lr_0 = 1.0000e-03
Loss = 5.1616e-01, PNorm = 36.6830, GNorm = 0.2501, lr_0 = 1.0000e-03
Loss = 4.9480e-01, PNorm = 36.6990, GNorm = 0.2389, lr_0 = 1.0000e-03
Loss = 5.5753e-01, PNorm = 35.3509, GNorm = 0.1659, lr_0 = 1.0000e-03
Loss = 5.7655e-01, PNorm = 35.3565, GNorm = 0.1922, lr_0 = 1.0000e-03
Loss = 4.6622e-01, PNorm = 36.7152, GNorm = 0.2143, lr_0 = 1.0000e-03
Loss = 5.3918e-01, PNorm = 35.3620, GNorm = 0.2437, lr_0 = 1.0000e-03
Loss = 5.2795e-01, PNorm = 36.7314, GNorm = 0.3516, lr_0 = 1.0000e-03
Loss = 5.8452e-01, PNorm = 35.3670, GNorm = 0.4066, lr_0 = 1.0000e-03
Loss = 4.9828e-01, PNorm = 36.7471, GNorm = 0.1516, lr_0 = 1.0000e-03
Loss = 5.5272e-01, PNorm = 35.3722, GNorm = 0.3344, lr_0 = 1.0000e-03
Loss = 5.2348e-01, PNorm = 36.7624, GNorm = 0.5665, lr_0 = 1.0000e-03
Loss = 5.8052e-01, PNorm = 35.3778, GNorm = 0.1264, lr_0 = 1.0000e-03
Loss = 4.9468e-01, PNorm = 36.7776, GNorm = 0.6253, lr_0 = 1.0000e-03
Loss = 4.8869e-01, PNorm = 36.7930, GNorm = 0.1335, lr_0 = 1.0000e-03
Loss = 5.9616e-01, PNorm = 35.3835, GNorm = 0.2936, lr_0 = 1.0000e-03
Loss = 5.4642e-01, PNorm = 35.3898, GNorm = 0.3337, lr_0 = 1.0000e-03
Loss = 5.2584e-01, PNorm = 36.8085, GNorm = 0.3423, lr_0 = 1.0000e-03
Loss = 5.3604e-01, PNorm = 36.8237, GNorm = 0.3999, lr_0 = 1.0000e-03
Loss = 5.7614e-01, PNorm = 35.3962, GNorm = 0.4125, lr_0 = 1.0000e-03
Loss = 5.5556e-01, PNorm = 36.8379, GNorm = 0.3410, lr_0 = 1.0000e-03
Loss = 5.7976e-01, PNorm = 35.4030, GNorm = 0.1656, lr_0 = 1.0000e-03
Loss = 4.9480e-01, PNorm = 36.8535, GNorm = 0.1475, lr_0 = 1.0000e-03
Loss = 5.4723e-01, PNorm = 35.4101, GNorm = 0.1516, lr_0 = 1.0000e-03
Loss = 4.9963e-01, PNorm = 36.8697, GNorm = 0.1582, lr_0 = 1.0000e-03
Loss = 5.8318e-01, PNorm = 35.4170, GNorm = 0.5019, lr_0 = 1.0000e-03
Loss = 5.0634e-01, PNorm = 36.8864, GNorm = 0.3479, lr_0 = 1.0000e-03
Loss = 5.4209e-01, PNorm = 35.4234, GNorm = 0.1175, lr_0 = 1.0000e-03
Loss = 5.2046e-01, PNorm = 36.9033, GNorm = 0.5129, lr_0 = 1.0000e-03
Loss = 5.5631e-01, PNorm = 35.4299, GNorm = 0.1111, lr_0 = 1.0000e-03
Loss = 4.8360e-01, PNorm = 36.9201, GNorm = 0.1560, lr_0 = 1.0000e-03
Loss = 5.8987e-01, PNorm = 35.4362, GNorm = 0.2063, lr_0 = 1.0000e-03
Loss = 4.9508e-01, PNorm = 36.9373, GNorm = 0.2520, lr_0 = 1.0000e-03
Loss = 5.7033e-01, PNorm = 35.4424, GNorm = 0.1131, lr_0 = 1.0000e-03
Loss = 5.3848e-01, PNorm = 36.9535, GNorm = 0.4921, lr_0 = 1.0000e-03
Loss = 5.7050e-01, PNorm = 35.4488, GNorm = 0.1824, lr_0 = 1.0000e-03
Loss = 5.0949e-01, PNorm = 36.9695, GNorm = 0.4347, lr_0 = 1.0000e-03
Loss = 5.3506e-01, PNorm = 35.4552, GNorm = 0.4061, lr_0 = 1.0000e-03
Loss = 4.6888e-01, PNorm = 36.9858, GNorm = 0.1827, lr_0 = 1.0000e-03
Loss = 4.7541e-01, PNorm = 37.0028, GNorm = 0.3083, lr_0 = 1.0000e-03
Loss = 5.5150e-01, PNorm = 35.4623, GNorm = 0.2305, lr_0 = 1.0000e-03
Loss = 6.0173e-01, PNorm = 35.4690, GNorm = 0.3054, lr_0 = 1.0000e-03
Loss = 5.4105e-01, PNorm = 35.4759, GNorm = 0.2370, lr_0 = 1.0000e-03
Loss = 5.4797e-01, PNorm = 35.4826, GNorm = 0.3862, lr_0 = 1.0000e-03
Loss = 5.9072e-01, PNorm = 35.4895, GNorm = 0.2883, lr_0 = 1.0000e-03
Loss = 5.4933e-01, PNorm = 35.4967, GNorm = 0.3883, lr_0 = 1.0000e-03
Loss = 5.4426e-01, PNorm = 35.5042, GNorm = 0.4874, lr_0 = 1.0000e-03
Loss = 5.4572e-01, PNorm = 35.5119, GNorm = 0.1681, lr_0 = 1.0000e-03
Loss = 5.2954e-01, PNorm = 35.5202, GNorm = 0.2157, lr_0 = 1.0000e-03
Loss = 5.6248e-01, PNorm = 35.5287, GNorm = 0.2695, lr_0 = 1.0000e-03
Loss = 5.2027e-01, PNorm = 35.5375, GNorm = 0.3278, lr_0 = 1.0000e-03
Loss = 5.5571e-01, PNorm = 35.5460, GNorm = 0.3443, lr_0 = 1.0000e-03
Loss = 5.2692e-01, PNorm = 35.5548, GNorm = 0.1339, lr_0 = 1.0000e-03
Loss = 5.5758e-01, PNorm = 35.5642, GNorm = 0.1638, lr_0 = 1.0000e-03
Validation auc = 0.801582
round 0 best train auc = 0.811050 on epoch 4
round 0 best validation auc = 0.801582 on epoch 4
Epoch 5
Loss = 4.7127e-01, PNorm = 37.0207, GNorm = 0.4432, lr_0 = 1.0000e-03
Loss = 4.8393e-01, PNorm = 37.0392, GNorm = 0.1578, lr_0 = 1.0000e-03
Loss = 4.8648e-01, PNorm = 37.0582, GNorm = 0.1816, lr_0 = 1.0000e-03
Loss = 5.0456e-01, PNorm = 37.0781, GNorm = 0.2263, lr_0 = 1.0000e-03
Loss = 5.5123e-01, PNorm = 37.0986, GNorm = 0.2850, lr_0 = 1.0000e-03
Loss = 5.1176e-01, PNorm = 37.1197, GNorm = 0.1564, lr_0 = 1.0000e-03
Loss = 4.7633e-01, PNorm = 37.1409, GNorm = 0.1930, lr_0 = 1.0000e-03
Loss = 4.8351e-01, PNorm = 37.1618, GNorm = 0.3349, lr_0 = 1.0000e-03
Loss = 4.8883e-01, PNorm = 37.1833, GNorm = 0.3661, lr_0 = 1.0000e-03
Loss = 4.8573e-01, PNorm = 37.2057, GNorm = 0.1572, lr_0 = 1.0000e-03
Loss = 4.9542e-01, PNorm = 37.2255, GNorm = 0.3342, lr_0 = 1.0000e-03
Loss = 4.8217e-01, PNorm = 37.2444, GNorm = 0.2577, lr_0 = 1.0000e-03
Loss = 4.9269e-01, PNorm = 37.2629, GNorm = 0.1441, lr_0 = 1.0000e-03
Loss = 4.7061e-01, PNorm = 37.2815, GNorm = 0.1293, lr_0 = 1.0000e-03
Validation auc = 0.769482
round 0 best train auc = 0.760776 on epoch 1
round 0 best validation auc = 0.769482 on epoch 1
Epoch 2
Loss = 5.2054e-01, PNorm = 37.2999, GNorm = 0.2588, lr_0 = 1.0000e-03
Loss = 5.6171e-01, PNorm = 35.5736, GNorm = 0.2185, lr_0 = 1.0000e-03
Loss = 4.8123e-01, PNorm = 37.3181, GNorm = 0.5252, lr_0 = 1.0000e-03
Loss = 5.5631e-01, PNorm = 35.5836, GNorm = 0.3445, lr_0 = 1.0000e-03
Loss = 5.0388e-01, PNorm = 37.3362, GNorm = 0.2758, lr_0 = 1.0000e-03
Loss = 5.4057e-01, PNorm = 35.5941, GNorm = 0.2738, lr_0 = 1.0000e-03
Loss = 4.7730e-01, PNorm = 37.3546, GNorm = 0.1655, lr_0 = 1.0000e-03
Loss = 5.4091e-01, PNorm = 35.6043, GNorm = 0.2300, lr_0 = 1.0000e-03
Loss = 4.7467e-01, PNorm = 37.3727, GNorm = 0.5590, lr_0 = 1.0000e-03
Loss = 5.2994e-01, PNorm = 37.3899, GNorm = 0.8507, lr_0 = 1.0000e-03
Loss = 5.5455e-01, PNorm = 35.6131, GNorm = 0.3047, lr_0 = 1.0000e-03
Loss = 5.2213e-01, PNorm = 37.4076, GNorm = 0.3627, lr_0 = 1.0000e-03
Loss = 5.4434e-01, PNorm = 35.6216, GNorm = 0.2994, lr_0 = 1.0000e-03
Loss = 5.0754e-01, PNorm = 37.4259, GNorm = 0.6218, lr_0 = 1.0000e-03
Loss = 5.1868e-01, PNorm = 35.6311, GNorm = 0.1209, lr_0 = 1.0000e-03
Loss = 4.9483e-01, PNorm = 37.4447, GNorm = 0.5834, lr_0 = 1.0000e-03
Loss = 5.5690e-01, PNorm = 35.6401, GNorm = 0.5597, lr_0 = 1.0000e-03
Loss = 4.6485e-01, PNorm = 37.4636, GNorm = 0.6599, lr_0 = 1.0000e-03
Loss = 5.5523e-01, PNorm = 35.6493, GNorm = 0.2247, lr_0 = 1.0000e-03
Loss = 4.9631e-01, PNorm = 37.4829, GNorm = 0.1982, lr_0 = 1.0000e-03
Loss = 5.6964e-01, PNorm = 35.6588, GNorm = 0.3382, lr_0 = 1.0000e-03
Loss = 5.3052e-01, PNorm = 37.5011, GNorm = 0.4240, lr_0 = 1.0000e-03
Loss = 5.2685e-01, PNorm = 35.6690, GNorm = 0.1920, lr_0 = 1.0000e-03
Loss = 5.1908e-01, PNorm = 37.5195, GNorm = 0.4700, lr_0 = 1.0000e-03
Loss = 5.5996e-01, PNorm = 35.6790, GNorm = 0.5763, lr_0 = 1.0000e-03
Loss = 5.3108e-01, PNorm = 37.5365, GNorm = 0.5162, lr_0 = 1.0000e-03
Loss = 5.4741e-01, PNorm = 35.6892, GNorm = 0.1469, lr_0 = 1.0000e-03
Loss = 5.2317e-01, PNorm = 37.5536, GNorm = 0.2582, lr_0 = 1.0000e-03
Loss = 5.3299e-01, PNorm = 35.6999, GNorm = 0.1165, lr_0 = 1.0000e-03
Loss = 4.8550e-01, PNorm = 37.5717, GNorm = 0.2606, lr_0 = 1.0000e-03
Loss = 5.4398e-01, PNorm = 35.7101, GNorm = 0.3544, lr_0 = 1.0000e-03
Loss = 5.0066e-01, PNorm = 37.5905, GNorm = 0.4623, lr_0 = 1.0000e-03
Loss = 5.5897e-01, PNorm = 35.7202, GNorm = 0.2687, lr_0 = 1.0000e-03
Loss = 5.1666e-01, PNorm = 37.6089, GNorm = 0.2730, lr_0 = 1.0000e-03
Loss = 5.5652e-01, PNorm = 35.7301, GNorm = 0.1133, lr_0 = 1.0000e-03
Loss = 5.1953e-01, PNorm = 37.6277, GNorm = 0.2620, lr_0 = 1.0000e-03
Loss = 5.3181e-01, PNorm = 35.7401, GNorm = 0.1520, lr_0 = 1.0000e-03
Loss = 5.0306e-01, PNorm = 37.6466, GNorm = 0.2976, lr_0 = 1.0000e-03
Loss = 5.2333e-01, PNorm = 35.7502, GNorm = 0.1549, lr_0 = 1.0000e-03
Loss = 4.8203e-01, PNorm = 37.6654, GNorm = 0.1409, lr_0 = 1.0000e-03
Loss = 5.2490e-01, PNorm = 35.7602, GNorm = 0.1194, lr_0 = 1.0000e-03
Loss = 4.4842e-01, PNorm = 37.6851, GNorm = 0.2943, lr_0 = 1.0000e-03
Loss = 5.1375e-01, PNorm = 35.7699, GNorm = 0.1455, lr_0 = 1.0000e-03
Loss = 4.9668e-01, PNorm = 37.7055, GNorm = 0.3024, lr_0 = 1.0000e-03
Loss = 5.2559e-01, PNorm = 35.7800, GNorm = 0.1778, lr_0 = 1.0000e-03
Loss = 4.8783e-01, PNorm = 37.7251, GNorm = 0.1562, lr_0 = 1.0000e-03
Loss = 5.0956e-01, PNorm = 35.7910, GNorm = 0.1225, lr_0 = 1.0000e-03
Loss = 5.1765e-01, PNorm = 37.7445, GNorm = 0.1486, lr_0 = 1.0000e-03
Loss = 4.7836e-01, PNorm = 37.7639, GNorm = 0.2931, lr_0 = 1.0000e-03
Loss = 5.2311e-01, PNorm = 35.8022, GNorm = 0.3385, lr_0 = 1.0000e-03
Loss = 5.2160e-01, PNorm = 35.8139, GNorm = 0.1431, lr_0 = 1.0000e-03
Loss = 5.5755e-01, PNorm = 35.8252, GNorm = 0.1258, lr_0 = 1.0000e-03
Loss = 5.1250e-01, PNorm = 35.8366, GNorm = 0.3319, lr_0 = 1.0000e-03
Loss = 4.9856e-01, PNorm = 35.8483, GNorm = 0.1794, lr_0 = 1.0000e-03
Loss = 5.2862e-01, PNorm = 35.8595, GNorm = 0.1312, lr_0 = 1.0000e-03
Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 2 --round 0
Loss = 5.4488e-01, PNorm = 35.8706, GNorm = 0.2196, lr_0 = 1.0000e-03
Loss = 5.4892e-01, PNorm = 35.8818, GNorm = 0.1852, lr_0 = 1.0000e-03
Loss = 5.4839e-01, PNorm = 35.8933, GNorm = 0.1975, lr_0 = 1.0000e-03
Loss = 5.3558e-01, PNorm = 35.9050, GNorm = 0.1407, lr_0 = 1.0000e-03
Loss = 5.4621e-01, PNorm = 35.9164, GNorm = 0.1561, lr_0 = 1.0000e-03
Loss = 5.3146e-01, PNorm = 35.9289, GNorm = 0.1686, lr_0 = 1.0000e-03
Loss = 5.3941e-01, PNorm = 35.9405, GNorm = 0.4101, lr_0 = 1.0000e-03
Loss = 5.4571e-01, PNorm = 35.9522, GNorm = 0.1733, lr_0 = 1.0000e-03
iteration 0
Class sizes
label 0: 65.32%, 1: 34.68%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Loss = 5.4445e-01, PNorm = 35.9636, GNorm = 0.6204, lr_0 = 1.0000e-03
Loss = 5.0382e-01, PNorm = 35.9754, GNorm = 0.1838, lr_0 = 1.0000e-03
Loss = 5.1923e-01, PNorm = 35.9874, GNorm = 0.2562, lr_0 = 1.0000e-03
Epoch 0
Loss = 7.1599e-01, PNorm = 35.1227, GNorm = 1.0609, lr_0 = 1.0000e-03
Loss = 7.1204e-01, PNorm = 35.1248, GNorm = 1.4109, lr_0 = 1.0000e-03
Loss = 6.4848e-01, PNorm = 35.1287, GNorm = 0.7317, lr_0 = 1.0000e-03
Loss = 6.3070e-01, PNorm = 35.1340, GNorm = 0.4001, lr_0 = 1.0000e-03
Loss = 6.4590e-01, PNorm = 35.1393, GNorm = 0.5333, lr_0 = 1.0000e-03
Loss = 6.4167e-01, PNorm = 35.1445, GNorm = 0.8128, lr_0 = 1.0000e-03
Loss = 6.1379e-01, PNorm = 35.1504, GNorm = 0.4749, lr_0 = 1.0000e-03
Loss = 5.8525e-01, PNorm = 35.1568, GNorm = 0.1629, lr_0 = 1.0000e-03
Loss = 5.8620e-01, PNorm = 35.1627, GNorm = 0.3992, lr_0 = 1.0000e-03
Loss = 6.7029e-01, PNorm = 35.1674, GNorm = 1.0521, lr_0 = 1.0000e-03
Loss = 6.1701e-01, PNorm = 35.1720, GNorm = 0.5130, lr_0 = 1.0000e-03
Loss = 6.2092e-01, PNorm = 35.1767, GNorm = 0.2398, lr_0 = 1.0000e-03
Loss = 6.0461e-01, PNorm = 35.1816, GNorm = 0.1954, lr_0 = 1.0000e-03
Loss = 6.2999e-01, PNorm = 35.1864, GNorm = 0.5295, lr_0 = 1.0000e-03
Loss = 6.1715e-01, PNorm = 35.1913, GNorm = 0.3853, lr_0 = 1.0000e-03
Loss = 6.1825e-01, PNorm = 35.1961, GNorm = 0.4385, lr_0 = 1.0000e-03
Loss = 5.8589e-01, PNorm = 35.2011, GNorm = 0.5594, lr_0 = 1.0000e-03
Loss = 5.6916e-01, PNorm = 35.2063, GNorm = 0.3568, lr_0 = 1.0000e-03
Loss = 5.8835e-01, PNorm = 35.2115, GNorm = 0.1296, lr_0 = 1.0000e-03
Loss = 5.6483e-01, PNorm = 35.2168, GNorm = 0.2312, lr_0 = 1.0000e-03
Loss = 6.3150e-01, PNorm = 35.2214, GNorm = 0.7318, lr_0 = 1.0000e-03
Loss = 6.1828e-01, PNorm = 35.2256, GNorm = 0.6714, lr_0 = 1.0000e-03
Loss = 5.7738e-01, PNorm = 35.2298, GNorm = 0.2468, lr_0 = 1.0000e-03
Loss = 5.9785e-01, PNorm = 35.2341, GNorm = 0.1316, lr_0 = 1.0000e-03
Loss = 6.0003e-01, PNorm = 35.2384, GNorm = 0.1156, lr_0 = 1.0000e-03
Validation auc = 0.813254
round 0 best train auc = 0.825990 on epoch 5
round 0 best validation auc = 0.813254 on epoch 5
Epoch 6
Loss = 4.6783e-01, PNorm = 37.7848, GNorm = 0.2839, lr_0 = 1.0000e-03
Loss = 5.9920e-01, PNorm = 35.2427, GNorm = 0.1777, lr_0 = 1.0000e-03
Loss = 5.0785e-01, PNorm = 37.8064, GNorm = 0.3293, lr_0 = 1.0000e-03
Loss = 5.9170e-01, PNorm = 35.2472, GNorm = 0.3853, lr_0 = 1.0000e-03
Loss = 6.1814e-01, PNorm = 35.2518, GNorm = 0.2425, lr_0 = 1.0000e-03
Loss = 4.6738e-01, PNorm = 37.8283, GNorm = 0.1567, lr_0 = 1.0000e-03
Loss = 5.9208e-01, PNorm = 35.2565, GNorm = 0.3594, lr_0 = 1.0000e-03
Loss = 4.4829e-01, PNorm = 37.8509, GNorm = 0.1377, lr_0 = 1.0000e-03
Loss = 4.8477e-01, PNorm = 37.8734, GNorm = 0.1935, lr_0 = 1.0000e-03
Loss = 5.7712e-01, PNorm = 35.2614, GNorm = 0.2465, lr_0 = 1.0000e-03
Loss = 4.7373e-01, PNorm = 37.8949, GNorm = 0.3392, lr_0 = 1.0000e-03
Loss = 5.9775e-01, PNorm = 35.2664, GNorm = 0.1764, lr_0 = 1.0000e-03
Loss = 5.0296e-01, PNorm = 37.9152, GNorm = 0.3788, lr_0 = 1.0000e-03
Loss = 5.8925e-01, PNorm = 35.2712, GNorm = 0.2869, lr_0 = 1.0000e-03
Loss = 4.6718e-01, PNorm = 37.9366, GNorm = 0.2370, lr_0 = 1.0000e-03
Loss = 5.9138e-01, PNorm = 35.2759, GNorm = 0.2955, lr_0 = 1.0000e-03
Loss = 4.7254e-01, PNorm = 37.9566, GNorm = 0.4286, lr_0 = 1.0000e-03
Loss = 5.7994e-01, PNorm = 35.2805, GNorm = 0.1989, lr_0 = 1.0000e-03
Loss = 4.8254e-01, PNorm = 37.9756, GNorm = 0.5021, lr_0 = 1.0000e-03
Loss = 5.9037e-01, PNorm = 35.2853, GNorm = 0.1570, lr_0 = 1.0000e-03
Loss = 4.9450e-01, PNorm = 37.9955, GNorm = 0.2085, lr_0 = 1.0000e-03
Loss = 5.6045e-01, PNorm = 35.2901, GNorm = 0.1621, lr_0 = 1.0000e-03
Loss = 5.2753e-01, PNorm = 38.0144, GNorm = 0.3361, lr_0 = 1.0000e-03
Loss = 5.8231e-01, PNorm = 35.2948, GNorm = 0.1162, lr_0 = 1.0000e-03
Loss = 4.7377e-01, PNorm = 38.0345, GNorm = 0.2868, lr_0 = 1.0000e-03
Loss = 5.9860e-01, PNorm = 35.2997, GNorm = 0.1284, lr_0 = 1.0000e-03
Loss = 4.8939e-01, PNorm = 38.0554, GNorm = 0.2317, lr_0 = 1.0000e-03
Loss = 5.8417e-01, PNorm = 35.3044, GNorm = 0.2857, lr_0 = 1.0000e-03
Loss = 5.1807e-01, PNorm = 35.3094, GNorm = 0.3207, lr_0 = 1.0000e-03
Loss = 4.4662e-01, PNorm = 38.0765, GNorm = 0.1791, lr_0 = 1.0000e-03
Loss = 4.9262e-01, PNorm = 38.0982, GNorm = 0.1896, lr_0 = 1.0000e-03
Loss = 4.6788e-01, PNorm = 38.1189, GNorm = 0.3154, lr_0 = 1.0000e-03
Loss = 4.6706e-01, PNorm = 38.1407, GNorm = 0.2146, lr_0 = 1.0000e-03
Validation auc = 0.790226
round 0 best train auc = 0.782971 on epoch 2
round 0 best validation auc = 0.790226 on epoch 2
Epoch 3
Loss = 4.8294e-01, PNorm = 38.1633, GNorm = 0.3510, lr_0 = 1.0000e-03
Loss = 5.5722e-01, PNorm = 35.9986, GNorm = 0.8426, lr_0 = 1.0000e-03
Loss = 5.0636e-01, PNorm = 38.1858, GNorm = 0.1902, lr_0 = 1.0000e-03
Loss = 5.3061e-01, PNorm = 36.0113, GNorm = 0.2145, lr_0 = 1.0000e-03
Loss = 4.8677e-01, PNorm = 38.2080, GNorm = 0.1267, lr_0 = 1.0000e-03
Loss = 5.5058e-01, PNorm = 36.0247, GNorm = 0.4025, lr_0 = 1.0000e-03
Loss = 4.6570e-01, PNorm = 38.2300, GNorm = 0.3432, lr_0 = 1.0000e-03
Loss = 5.2087e-01, PNorm = 36.0382, GNorm = 0.4146, lr_0 = 1.0000e-03
Loss = 4.6933e-01, PNorm = 38.2523, GNorm = 0.2649, lr_0 = 1.0000e-03
Loss = 5.2662e-01, PNorm = 36.0514, GNorm = 0.3630, lr_0 = 1.0000e-03
Loss = 4.8792e-01, PNorm = 38.2747, GNorm = 0.1822, lr_0 = 1.0000e-03
Loss = 5.3238e-01, PNorm = 36.0654, GNorm = 0.3122, lr_0 = 1.0000e-03
Loss = 4.2422e-01, PNorm = 38.2975, GNorm = 0.3533, lr_0 = 1.0000e-03
Loss = 5.5359e-01, PNorm = 36.0784, GNorm = 0.5072, lr_0 = 1.0000e-03
Loss = 4.8491e-01, PNorm = 38.3194, GNorm = 0.3503, lr_0 = 1.0000e-03
Loss = 5.1597e-01, PNorm = 36.0916, GNorm = 0.1767, lr_0 = 1.0000e-03
Loss = 4.5124e-01, PNorm = 38.3405, GNorm = 0.2308, lr_0 = 1.0000e-03
Loss = 5.2244e-01, PNorm = 36.1045, GNorm = 0.3273, lr_0 = 1.0000e-03
Loss = 5.0403e-01, PNorm = 38.3614, GNorm = 0.2962, lr_0 = 1.0000e-03
Loss = 5.1592e-01, PNorm = 36.1174, GNorm = 0.2160, lr_0 = 1.0000e-03
Loss = 4.6816e-01, PNorm = 38.3819, GNorm = 0.3643, lr_0 = 1.0000e-03
Loss = 4.9339e-01, PNorm = 36.1304, GNorm = 0.5017, lr_0 = 1.0000e-03
Loss = 4.9990e-01, PNorm = 38.4021, GNorm = 0.2566, lr_0 = 1.0000e-03
Loss = 5.4758e-01, PNorm = 36.1436, GNorm = 0.5168, lr_0 = 1.0000e-03
Loss = 4.7368e-01, PNorm = 38.4220, GNorm = 0.1420, lr_0 = 1.0000e-03
Loss = 5.5324e-01, PNorm = 36.1569, GNorm = 0.3019, lr_0 = 1.0000e-03
Loss = 4.3199e-01, PNorm = 38.4430, GNorm = 0.1943, lr_0 = 1.0000e-03
Loss = 5.1716e-01, PNorm = 36.1708, GNorm = 0.2465, lr_0 = 1.0000e-03
Loss = 5.0746e-01, PNorm = 38.4630, GNorm = 0.2578, lr_0 = 1.0000e-03
Loss = 5.3548e-01, PNorm = 36.1839, GNorm = 0.7835, lr_0 = 1.0000e-03
Loss = 4.7484e-01, PNorm = 38.4825, GNorm = 0.3070, lr_0 = 1.0000e-03
Loss = 5.3784e-01, PNorm = 36.1967, GNorm = 0.6629, lr_0 = 1.0000e-03
Loss = 4.8748e-01, PNorm = 38.5023, GNorm = 0.2089, lr_0 = 1.0000e-03
Loss = 5.3253e-01, PNorm = 36.2101, GNorm = 0.1361, lr_0 = 1.0000e-03
Loss = 4.8390e-01, PNorm = 38.5221, GNorm = 0.4314, lr_0 = 1.0000e-03
Loss = 5.1949e-01, PNorm = 36.2235, GNorm = 0.3275, lr_0 = 1.0000e-03
Loss = 4.6090e-01, PNorm = 38.5420, GNorm = 0.4108, lr_0 = 1.0000e-03
Loss = 5.5198e-01, PNorm = 36.2349, GNorm = 0.8117, lr_0 = 1.0000e-03
Loss = 4.6285e-01, PNorm = 38.5612, GNorm = 0.2123, lr_0 = 1.0000e-03
Loss = 5.4296e-01, PNorm = 36.2460, GNorm = 0.4401, lr_0 = 1.0000e-03
Loss = 4.8040e-01, PNorm = 38.5806, GNorm = 0.3428, lr_0 = 1.0000e-03
Loss = 5.1555e-01, PNorm = 38.6011, GNorm = 0.2715, lr_0 = 1.0000e-03
Loss = 5.1782e-01, PNorm = 36.2577, GNorm = 0.1684, lr_0 = 1.0000e-03
Loss = 5.1347e-01, PNorm = 36.2696, GNorm = 0.4210, lr_0 = 1.0000e-03
Loss = 5.3007e-01, PNorm = 36.2819, GNorm = 0.3075, lr_0 = 1.0000e-03
Loss = 5.3049e-01, PNorm = 36.2952, GNorm = 0.2891, lr_0 = 1.0000e-03
Loss = 5.1806e-01, PNorm = 36.3086, GNorm = 0.2969, lr_0 = 1.0000e-03
